trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
20,False,"{'a': 0.5, 'e': 0.36787944117144233}",20,0,-38.385981279938946,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.3499377491111553}",20,16,7.504352309759107,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,False,"{'a': 0.5, 'e': 0.33287108369807955}",25,0,6.924462718714539,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.31663676937905316}",20,6,-49.056427407112096,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
24,False,"{'a': 0.5, 'e': 0.301194211912202}",20,0,-52.7886498582214,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
25,False,"{'a': 0.5, 'e': 0.2865047968601901}",20,0,-73.80112575545206,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
26,False,"{'a': 0.5, 'e': 0.2725317930340126}",25,0,24.95231176937922,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.2592402606458915}",25,0,-16.89652475191568,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.24659696394160643}",20,14,11.727264744879504,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.23457028809379762}",20,14,9.694231731518618,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.5, 'e': 0.22313016014842982}",25,11,-26.40064445000375,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
31,False,"{'a': 0.5, 'e': 0.21224797382674304}",30,19,3.2776728660985643,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
32,False,"{'a': 0.5, 'e': 0.20189651799465538}",20,4,10.73787895632725,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
33,False,"{'a': 0.5, 'e': 0.19204990862075408}",20,0,10.034771272350248,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
34,False,"{'a': 0.5, 'e': 0.1826835240527346}",30,13,-77.22136363782658,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
35,False,"{'a': 0.5, 'e': 0.17377394345044514}",20,14,10.917916210090873,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.5, 'e': 0.16529888822158653}",20,0,-42.330891387770436,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
37,False,"{'a': 0.5, 'e': 0.1572371663136276}",30,0,-21.921737021051264,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.14956861922263504}",25,14,19.384970889686258,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.5, 'e': 0.14227407158651353}",20,0,-23.00487472646206,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.1353352832366127}",25,15,18.435988747159122,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.5, 'e': 0.12873490358780418}",20,12,5.2713216631477495,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.1224564282529819}",30,0,32.28084426114435,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
43,False,"{'a': 0.5, 'e': 0.11648415777349697}",30,14,16.97789195123807,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
44,False,"{'a': 0.5, 'e': 0.11080315836233387}",20,8,20.539010149822484,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.10539922456186433}",20,0,30.177609382083467,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.1002588437228037}",20,14,10.205396428212358,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.5, 'e': 0.09536916221554961}",20,6,-40.39229473633961,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
48,False,"{'a': 0.5, 'e': 0.09071795328941247}",20,16,8.326663317744629,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.5, 'e': 0.0862935864993705}",25,8,29.667144183612088,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.5, 'e': 0.0820849986238988}",20,0,5.695651275073908,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
51,False,"{'a': 0.5, 'e': 0.07808166600115313}",20,0,14.74830099200689,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
52,False,"{'a': 0.5, 'e': 0.07427357821433388}",25,0,34.80206173314384,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
53,False,"{'a': 0.5, 'e': 0.07065121306042957}",25,0,21.061958271490212,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.06720551273974976}",25,20,10.773374509648303,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.06392786120670757}",20,0,18.032573233900337,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.06081006262521795}",25,6,-6.340400314311562,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
57,False,"{'a': 0.5, 'e': 0.057844320874838456}",20,8,21.316004521458805,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.05502322005640721}",20,4,8.936808700159364,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
59,False,"{'a': 0.5, 'e': 0.05233970594843238}",25,20,13.013909287084445,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.049787068367863944}",30,0,-45.29922090529035,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 2}",0
61,False,"{'a': 0.5, 'e': 0.04735892439114091}",25,10,30.52881527972161,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.0450492023935578}",25,0,12.059900762412807,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.042852126867040166}",20,16,8.68873465712719,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.04076220397836621}",20,0,21.61563714298392,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
65,False,"{'a': 0.5, 'e': 0.03877420783172201}",25,3,29.73114632509469,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.036883167401239994}",20,13,-0.15805638181602277,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
67,False,"{'a': 0.5, 'e': 0.035084354100845025}",20,0,28.294243723168393,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
68,False,"{'a': 0.5, 'e': 0.033373269960326066}",20,0,27.256747304381072,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.03174563637806794}",20,2,25.073444473679782,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.0301973834223185}",20,16,6.432119163743906,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.028724639654239423}",20,5,24.041319305337836,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.02732372244729256}",20,8,-3.5065798621725603,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.025991128778755333}",25,0,39.2170077729562,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.024723526470339388}",30,8,20.94370190782804,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.023517745856009107}",30,4,49.352518596230055,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.02237077185616559}",20,10,17.01395894058302,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.02127973643837717}",20,13,11.300490447225606,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.02024191144580438}",25,17,13.961418983617664,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.01925470177538692}",25,17,12.350970205748089,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.01831563888873418}",25,14,19.17521111258342,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.017422374639493515}",25,13,23.269470543190995,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.016572675401761237}",25,14,-21.744214127933827,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.015764416484854486}",25,16,16.744915580236412,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.014995576820477703}",20,0,24.92335245395226,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.014264233908999256}",25,1,35.061107097117706,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.013568559012200934}",20,11,15.426488405427977,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.012906812580479862}",20,10,17.63515264697431,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.012277339903068436}",20,0,30.088519950883615,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
89,False,"{'a': 0.5, 'e': 0.011678566970395442}",20,13,9.30691778614097,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.011108996538242306}",20,9,18.47728324797005,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.010567204383852655}",20,3,24.033655630524834,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.010051835744633576}",20,16,6.016748270006491,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.009561601930543505}",25,12,20.83893913470866,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.009095277101695816}",25,11,18.17046762536035,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.008651695203120634}",30,9,30.391408147727716,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.008229747049020023}",25,4,36.25819569291023,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.007828377549225767}",25,13,22.930719358770922,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.007446583070924338}",25,0,35.995944924425196,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.0070834089290521185}",20,12,16.02101187238388,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.006737946999085467}",25,14,18.868388787517507,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.006409333446256377}",20,0,30.9937491897259,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.006096746565515633}",20,14,11.589680702591414,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.005799404726842141}",25,10,24.12605162677571,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.0055165644207607716}",20,11,16.861502281648157,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.005247518399181385}",30,20,16.50653919093945,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.004991593906910213}",25,4,33.21463105068784,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.004748150999411473}",20,12,12.104910460178555,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.004516580942612666}",30,19,20.81847766558193,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.00429630469075234}",30,17,22.75063183127155,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.004086771438464067}",25,5,31.707943338689418,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.003887457243476127}",20,4,29.437699046601974,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.003697863716482929}",25,2,34.23936886111658,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.0035175167749121284}",20,5,25.52358888686214,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.003345965457471272}",25,17,2.653827298382848,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.003182780796509667}",30,0,44.04142140274339,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.0030275547453758127}",35,26,19.56111930180971,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.0028798991580882404}",25,20,9.399998050210094,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.0027394448187683684}",30,19,19.942999185720446,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.0026058405184084983}",30,16,24.92665785873279,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.0024787521766663585}",30,17,22.963734032156957,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.0023578620064902307}",20,9,21.55876307276353,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.002242867719485801}",30,6,16.40169243478931,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.002133481770037708}",25,4,34.38112358798385,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.002029430636295734}",25,5,37.36029161917749,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.0019304541362277093}",20,3,29.007811426356344,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.0018363047770289056}",25,17,13.780712526115858,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.0017467471362611182}",20,9,19.316617100701777,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.001661557273173934}",20,0,29.988874778990965,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
129,False,"{'a': 0.5, 'e': 0.001580522168736217}",30,19,20.180801778123417,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.0015034391929775724}",20,13,11.86128671266481,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.0014301155983078731}",20,10,12.025849012977577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.0013603680375478928}",20,13,13.958828855685567,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.001294022105465848}",25,11,23.73658516413656,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.001230911902673481}",20,13,11.427370877306247,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.0011708796207911744}",20,1,32.37504468577229,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.0011137751478448024}",25,0,39.49171018288288,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
137,False,"{'a': 0.5, 'e': 0.001059455692907609}",25,7,25.9659659630683,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.0010077854290485105}",25,17,11.750801355476494,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.0009586351536940199}",25,3,31.057533746980152,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.0009118819655545162}",20,0,32.502562663929766,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.0008674089573070017}",20,9,16.25029006140879,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.0008251049232659038}",30,13,25.036234139307446,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.0007848640813109316}",25,5,29.244123771706434,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.0007465858083766792}",20,14,8.39519474632689,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.000710174388842549}",35,20,26.90155803732778,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.0006755387751938437}",30,19,21.71787940950611,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.0006425923603555573}",35,23,22.355725600473534,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.0006112527611295723}",20,6,21.49194461747249,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.0005814416121937556}",30,11,35.22375304169564,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.0005530843701478336}",25,18,11.993179672448225,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.0005261101271160632}",20,16,6.9385696643823795,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.0005004514334406104}",20,10,15.372778624501878,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.00047604412902226933}",25,19,11.72077795763013,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.00045282718288679695}",35,22,24.352660586438226,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.00043074254057568753}",30,7,36.83530481752209,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.00040973497897978643}",20,3,27.128814484559197,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.0003897519682527545}",20,3,29.762172483298798,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.0003707435404590882}",20,0,31.334760712054205,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.00035266216462825575}",20,13,14.825528525262005,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.00033546262790251185}",20,9,19.920746367800504,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.00031910192248120326}",20,8,23.28002732927543,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.0003035391380788668}",20,2,28.518708410557636,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.000288735359628203}",25,18,11.356523626105773,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.00027465356997214205}",20,12,12.714432506920659,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.00026125855730166754}",25,13,18.00063171335967,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.00024851682710795185}",20,0,29.638448280912517,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
167,False,"{'a': 0.5, 'e': 0.00023639651842864072}",20,4,24.988317118342625,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.0002248673241788482}",25,11,22.84753911817797,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.0002139004153676611}",20,14,13.362626181719856,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.00020346836901064417}",20,0,30.102468910489083,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
171,False,"{'a': 0.5, 'e': 0.00019354509955809383}",25,16,16.979808648862356,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.0001841057936675792}",30,19,19.06774266859639,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.00017512684815765842}",20,13,13.938913341447696,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.00016658581098763324}",25,2,35.06593655580484,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.00015846132511575126}",30,17,24.504107227947195,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.0001507330750954765}",20,5,25.860503061993377,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.00014338173627629318}",25,14,21.543071648386334,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.0001363889264820114}",25,7,30.747774274589265,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.0001297371600457538}",25,11,26.40820999233598,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.00012340980408667956}",20,6,25.702656694910786,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.00011739103691911796}",20,5,27.73831178561919,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.00011166580849011478}",20,14,12.134089915627262,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.00010621980274645875}",20,12,15.073115099780086,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.00010103940183709324}",35,11,41.99221819066147,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
